title,price_jd,brand,model_name,storage_gb,color_actual,condition,series,phone_age_months
فيفو Vivo x300 ultra,900.0,Vivo,,256.0,أخضر,جديد,Vivo-Other,
آيفون 13 أزرق مستعمل بحالة ممتازة بسعة 256 جيجابايت من أبل,150.0,Apple,ايفون 13,256.0,أزرق,مستعمل - ممتاز,Apple-iPhone-13,
12 pro max 256g,279.0,Apple,ايفون 12 برو ماكس,256.0,أزرق,مستعمل - ممتاز,Apple-iPhone-12,
جالاكسي S25 جديد كفالة شرق اوسط  (128GB/256GB),440.0,Samsung,جالاكسي S25,256.0,أسود,جديد,Samsung-Galaxy-S25,
TECNO POVA 7 5G الجديد فل بكج  كفالة الوكيل بسعر مميز,155.0,Tecno,بوفا,256.0,أسود,جديد,Tecno-Other,
iPhone 14 Plus 128GB  ايفون 14 بلس 128 جيجا  كفالة لمدة 12 شهر,440.0,Apple,ايفون 14 بلس,128.0,أبيض,جديد,Apple-iPhone-14,
iPhone 16 128GB   جديد كفالة شرق اوسط,510.0,Apple,ايفون 16,128.0,أبيض,جديد,Apple-iPhone-16,
Samsung galaxy A56 5G,240.0,Samsung,جالاكسي A56,128.0,أبيض,جديد,Samsung-Galaxy-A56,
سامسونج S25 بلس جديد كفالة (BMS )(256GB/512GB ),510.0,Samsung,جالاكسي S25 بلس,512.0,أبيض,جديد,Samsung-Galaxy-S25,
iPhone 13 Pro (128GB/256GB) ايفون 13 برو 256 جيجا / 128جيجا  جديد كفالة لمدة 12 شهر,420.0,Apple,ايفون 13 برو,256.0,أزرق,جديد,Apple-iPhone-13,
سامسونج S24 FE (256GB) جديد كفالة لمدة 12 شهر,310.0,Samsung,جالاكسي S24 FE,256.0,أبيض,جديد,Samsung-Galaxy-S24,
آيباد أبل 12.9 إنش مستعمل بحالة ممتازة بسعة 128 جيجابايت,450.0,Apple,ايباد,128.0,12.9 انش,مستعمل - ممتاز,Apple-iPhone-12,
ايبادين ابل 4 للبيع فيه شخوط خفيفه ما بشكي من أي شي,40.0,Apple,ايباد اير 3,16.0,10.5 انش,مستعمل - جيد,Apple-iPad,
iphone se الجيل الثالث,90.0,Apple,ايفون SE,128.0,أسود,مستعمل - ممتاز,Apple-iPhone-SE,
Coco Corn 20Ultra للبيع وليس للبدل,60.0,Other,,256.0,أبيض,مستعمل - ممتاز,Other,
ايباد ابل 8,100.0,Apple,ايباد,32.0,7.7 انش,مستعمل - ممتاز,Apple-iPad,
ايفون 13 128جيجا,180.0,Apple,ايفون 13,128.0,أبيض,مستعمل - جيد,Apple-iPhone-13,
ايفون 12 برو ماكس 256g,240.0,Apple,ايفون 12 برو ماكس,256.0,أبيض,مستعمل - ممتاز,Apple-iPhone-12,
متوفر أيفونات 13 برو وبرو ماكس و14 برو ماكس,450.0,Apple,ايفون 13 برو ماكس,256.0,أسود,مستعمل - ممتاز,Apple-iPhone-13,
هاتف انفينكس هوت 20i للبيع مع هاتف انفينكس سمارت 8برو للبيع او البدل على هاتف,65.0,Infinix,هوت 20i,128.0,تركواز,مستعمل - ممتاز,Infinix-Other,
Huawei Matepad 12x بسعر مميز وكالة,430.0,Huawei,ميت باد,256.0,12 انش,مستعمل - ممتاز,Huawei-Other,
آيفون 16برو ماكس للبيع بحاله الوكاله,680.0,Apple,ايفون 16 برو ماكس,256.0,أسود,جديد,Apple-iPhone-16,
جديد بسعر مميز سامسونج اي 56 فايف جي // samsung A56 256G 16G Ram new,269.0,Samsung,جالاكسي A56,256.0,أخضر,جديد,Samsung-Galaxy-A56,
ايباد 11 برو بحالة ممتازة بطارية 88,350.0,Apple,ايباد برو 11,128.0,11 انش,مستعمل - ممتاز,Apple-iPhone-11,
iPhone 14 Pro,360.0,Apple,ايفون 14 برو,128.0,أسود,مستعمل - جيد,Apple-iPhone-14,
iPhone 14 like new,290.0,Apple,ايفون 14,128.0,لؤلؤي,مستعمل - ممتاز,Apple-iPhone-14,
ايفون 15 برو ماكس بحالة الوكاله وارد شرق اوسط  ولا خدش شبه جديد,550.0,Apple,ايفون 15 برو ماكس,256.0,رمادي,مستعمل - ممتاز,Apple-iPhone-15,
ريدمي 15 جديد كفالة الوكيل الرسمي BCI,129.0,Xiaomi,,256.0,أسود,جديد,Xiaomi-Other,
ايفون 12 بحالة الوكالة / نسخة 128 جيجا / بطاريات عالية / مكفول,219.0,Apple,ايفون 12,128.0,أزرق,مستعمل - ممتاز,Apple-iPhone-12,
honor x7d 5g اقل سعر بالمملكه كغالة الوكيل الرسمي,132.0,Honor,هونور X7c,256.0,أبيض,جديد,Honor-Other,
IPhone 15 جديد كفالة الشرق الاوسط بسعر مميز,450.0,Apple,ايفون 15,128.0,أزرق,جديد,Apple-iPhone-15,
IPhone 15 plus جديد كفالة الشرق الاوسط بسعر مميز,460.0,Apple,ايفون 15 بلس,128.0,زهري,جديد,Apple-iPhone-15,
ايفون 13 برو ماكس ازرق  بحاله الوكالة لا بطاريه مرفوعه ولا مصلح,425.0,Apple,ايفون 13 برو ماكس,512.0,أزرق,مستعمل - ممتاز,Apple-iPhone-13,
ريدمي 15C جديد بالكرتونة 256 جيجا 16 رام,105.0,Xiaomi,,256.0,أبيض,جديد,Xiaomi-Other,
ريدمي 15C مستعمل بحالة ممتازة مع الكرتونة 256 و 128 جيجا 16 رام,85.0,Xiaomi,,256.0,أسود,مستعمل - ممتاز,Xiaomi-Other,
متوفر آيفونات 11 برو ماكس الاصلي  جيجا 64  و 256 متوفر توصيل وهدايا,165.0,Apple,ايفون 11 برو ماكس,64.0,أسود,مستعمل - ممتاز,Apple-iPhone-11,
ايباد 7.  Ipad 7 32 g,90.0,Apple,ايباد 7,32.0,10.2 انش,جديد,Apple-iPad,
مستعمل ايام الحديث وصلني SAMSANG A36 5G  جيجا  128 و 256 رام 16  معه بكج هدية متوفر توصيل,165.0,Samsung,جالاكسي A36,128.0,أسود,مستعمل - ممتاز,Samsung-Galaxy-A36,
هاتف إنفينيكس هوت 50 برو بلس مستعمل بحالة ممتازة بالكرتونة 256 جيجا 16 رام,120.0,Infinix,هوت 60 برو بلس,256.0,فضي,مستعمل - ممتاز,Infinix-Other,
جهاز جديد Spark Go 3 رام 8 جيجا 64 و 128 مكفول سنة متوفر توصيل وهدايا,65.0,Tecno,سبارك,64.0,رمادي,جديد,Tecno-Other,
جهاز جديد oppo A6X رام 8 جيجا 128 و 256 مكفول سنة متوفر توصيل وهدايا وهدايا,105.0,OPPO,,128.0,أسود,جديد,OPPO-Other,
جهاز جديد بالكرتونة oppo A6 pro  رام 16 جيجا 256 مكفول سنة متوفر توصيل وهدايا,185.0,OPPO,,256.0,أزرق,جديد,OPPO-Other,
جهاز جديد ZTE A36  رام 12  جيجا 64  متوفر توصيل وهدايا,60.0,Other,,64.0,أسود,جديد,Other,
مشغل بحال جديد Samsung A55 5G رام 16 جيجا 128 و 256 أغراضة والكرتونه الأصلية متوفر توصيل,165.0,Samsung,جالاكسي A55,128.0,أصفر,مستعمل - ممتاز,Samsung-Galaxy-A55,
مستعمل اخو الجديد Samsung A52 رام 16 جيجا 256 أغراضة والكرتونه متوفر توصيل,90.0,Samsung,جالاكسي A52,256.0,أزرق,مستعمل - ممتاز,Samsung-Galaxy-A52,
جهاز مستعمل اخو الجديد بالكرتونة Not 30 رام 16 جيجا 128 و 256 متوفر توصيل أغراضة الأصلية,85.0,Infinix,نوت 30,128.0,أسود,مستعمل - ممتاز,Infinix-Other,
هاتف تكنو سبارك جهاز جديد بالكرتونة جيجا 256 مكفول سنة متوفر توصيل وهدايا,95.0,Tecno,سبارك,256.0,أسود,جديد,Tecno-Other,
جالاكسي A56 5G مستعمل بحالة ممتازة مع الكرتونة 128\256 جيجا 16و 24 رام اغراضة الاصلية,210.0,Samsung,جالاكسي A56,256.0,أبيض,مستعمل - ممتاز,Samsung-Galaxy-A56,
تكنو بوفا 7 الترا 5G مستعمل بحالة الوكالة 265 جيجا 24 رام,210.0,Tecno,بوفا,256.0,أسود,مستعمل - ممتاز,Tecno-Other,
شاومي 14 تي برو بحالة الوكالة,370.0,Xiaomi,14T برو,512.0,فضي,مستعمل - ممتاز,Xiaomi-Other,
مشغل اخو الجديد Honer 200 5G  رام 24 جيجا 256 و 512  متوفر توصيل وأغراضة,200.0,Honor,هونور 200,256.0,أسود,مستعمل - ممتاز,Honor-Other,
ايفون 13 برو ماكس اصلي جيجا  128 أغراضة  الأصلية متوفر توصيل وهدايا,390.0,Apple,ايفون 13 برو ماكس,128.0,لؤلؤي,مستعمل - ممتاز,Apple-iPhone-13,
مستعمل اخو الجديد شاومي Mi 11 leit 5G رام 16 جيجا 256 أغراضة والكرتونه الأصلية متوفر توصيل,115.0,Xiaomi,مي 11 لايت 5G,256.0,أزرق,مستعمل - ممتاز,Xiaomi-Other,
جالاكسي A17 جديد بالكرتونة 128و 256 جيجا 16 رام 8 و 12 متوفر توصيل وهدايا,110.0,Samsung,جالاكسي A17,128.0,أسود,جديد,Samsung-Galaxy-A17,
مستعمل  GT 20 pro الجيجا 256 رام 24  بشغل 120 فريم ببجي متوفر توصيل مكفول بالشركة,165.0,Infinix,GT 20 برو,256.0,فضي,مستعمل - ممتاز,Infinix-Other,
هونور X9c مستعمل بالكرتونة 256\512 جيجا 16\24 رام,165.0,Honor,هونور X9c,512.0,أسود,مستعمل - ممتاز,Honor-Other,
جالاكسي A26 5G  مستعمل بحالة الوكالة مع الكرتونة 128\256 جيجا 12 رام,120.0,Samsung,جالاكسي A26,128.0,أسود,مستعمل - ممتاز,Samsung-Galaxy-A26,
جهاز مسغل ايامو بالكرتونة Not 12 pro plas 5G  مكفول بالشركة  متوفر توصيل,185.0,Xiaomi,ريدمي نوت 12 برو بلس,256.0,أسود,مستعمل - ممتاز,Xiaomi-Other,
جهاز جديد Honer X5C رام 8  جيجا 128 مكفول سنة متوفر خدمة التوصيل وهدايا,75.0,Honor,,128.0,أسود,جديد,Honor-Other,
جديد Honer X5C رام 8 جيجا 64  و 128 مكفول سنة متوفر خدمة التوصيل وهدايا,65.0,Honor,X5 هونور,64.0,أسود,جديد,Honor-Other,
جهاز مستعمل ايام Not 14 pro شاومي رام 16 جيجا 256 مكفول متوفر توصيل وهدايااا,165.0,Xiaomi,14 برو,256.0,لؤلؤي,مستعمل - ممتاز,Xiaomi-Other,
جهاز جديد بالكرتونة Honer X8C رام 16 جيجا 256 و 512 مكفول سنة متوفر توصيل وهدايااا,150.0,Honor,,256.0,تركواز,جديد,Honor-Other,
جالاكسي A13 مستعمل بحالة ممتازة بدون الكرتونة  64 جيجا 8 رام,60.0,Samsung,جالاكسي A13,64.0,أسود,مستعمل - ممتاز,Other-Other,
مستعمل ايام Honer 400 5G رام 24 جيجا 512  مكفول سنة متوفر توصيل أغراضة الأصلية متوفر توصيل,210.0,Honor,,512.0,لؤلؤي,مستعمل - ممتاز,Honor-Other,
جهاز جديد بالكرتونة Hotwav A56 رام 16  جيجا  128 مكفول سنة متوفر توصيل وهدايا,70.0,Other,,128.0,لؤلؤي,جديد,Other,
جهاز جديد بالكرتونة C 17 MAX  رام  6  جيجا 64  مكفول سنة متوفر توصيل وهدايا,50.0,Other,,64.0,لؤلؤي,جديد,Other,
مشغل ايام Not 13 pro 256g 16ram كامل اغراضو والكرتونه,145.0,Xiaomi,ريدمي نوت 13 برو,256.0,أسود,مستعمل - ممتاز,Xiaomi-Other,
جهاز جديد A 16 plas رام  6 جيجا 64  مكفول سنة متوفر توصيل وهدايا,50.0,Other,,64.0,أسود,جديد,Other,
جهاز جديد بالكرتونة S 26 MAX رام 6 جيجا 64 مكفول سنة متوفر توصيل وهدايا,50.0,Other,,64.0,برتقالي,جديد,Other,
جهاز جديد بالكرتونة Hotwav 17 pro Max رام 12 جيجا 128 مكفول سنة متوفر توصيل وهدايا,70.0,Other,,128.0,برتقالي,جديد,Other,
جهاز جديد بالكرتونة Solo 20 plas  رام 6  جيجا 64 مكفول سنة متوفر توصيل وهدايا,60.0,Other,,64.0,لؤلؤي,جديد,Other,
جهاز جديد بالكرتونة ZTE A76 رام 12 جيجا 128 مكفول سنة متوفر توصيل وهدايا,80.0,ZTE,,128.0,لؤلؤي,جديد,Other,
جهاز جديد ZTE V 70 Max  رام 14  جيجا 256 مكفول سنة متوفر توصيل وهدايا,85.0,ZTE,فئة نوبيا,256.0,لؤلؤي,جديد,Other,
اخو الجديد Samsung S22 plas 5G رام 16 جيجا 128 و 256  أغراضة الأصلية متوفر توصيل,225.0,Samsung,جالاكسي S22 بلس 5G,128.0,أسود,مستعمل - ممتاز,Samsung-Galaxy-S22,
جهاز جديد Spark 40C رام 16 جيجا 128 مكفول سنة متوفر توصيل وهدايااا,75.0,Tecno,سبارك,128.0,لؤلؤي,جديد,Tecno-Other,
هونر X9d 5G Honer جديد بالكرتونة رام 16 و 24 جيجا 256 مكفول سنه متوفر توصيل وهدايا,235.0,Honor,هونور X9,256.0,أسود,جديد,Honor-Other,
جهاز جديد Not Edge رام 16 جيجا 256 مكفول سنه متوفر توصيل,195.0,Infinix,,256.0,أزرق,جديد,Infinix-Other,
متوفر ابفونات X و XS و XR  و XSMAX جيجا 64 و 256 أغراضة الأصلية متوفر توصيل,100.0,Apple,ايفون X,64.0,لؤلؤي,مستعمل - ممتاز,Apple-iPhone-XS,
ايفون 8 بلس اصلي امريكي جيجا 64 و 256 مش مصلح نهايي بطارية مشكل أغراضة الأصلية متوفر توصيل,90.0,Apple,ايفون 8 بلس,64.0,لؤلؤي,مستعمل - ممتاز,Apple-iPhone-8,
مستعمل ايام pova 6 pro 5G رام 16 جيجا 256 مكفول بالشركة أغراضة والكرتونه الأصلية متوفر توصيل,125.0,Tecno,بوفا,256.0,أسود,مستعمل - ممتاز,Tecno-Other,
جهاز اخو الجديد 256g و رام 24  16ram Not 50 pro كامل اغراضو,155.0,Infinix,,256.0,أسود,مستعمل - ممتاز,Infinix-Other,
كورن C16 pro max جديد بالكرتونة 64 جيجا 5 رام,55.0,Other,,64.0,أزرق,جديد,Other,
تكنو سبارك 30c 5G جديد بالكرتون 128 جيجا 8 و  12 رام,80.0,Tecno,سبارك,128.0,أسود,جديد,Tecno-Other,
شاومي 12 لايت جديد مع ذاكرة تخزين 256 جيجا 16 رام جديد بالكرتونة,140.0,Xiaomi,12 لايت,256.0,أخضر,جديد,Xiaomi-Other,
هاتف زي تي إي فئة بليد A35e جديد ذهبي وردي بسعة 64 جيجابايت,55.0,ZTE,فئة بليد,64.0,ذهبي وردي,جديد,Other,
ألـوان جديدة مميـزة مـع هاتـف Galaxy A23 رام  8   و  12 مع بكج هدايا بدون كرتونه,65.0,Samsung,جالاكسي A23,128.0,أزرق,مستعمل - ممتاز,Samsung-Galaxy-A23,
أوبو A6 Pro مشغل فقط  مكفول بالشركة  256 جيجا 16 رام متوفر توصيل,165.0,OPPO,,256.0,أزرق,مستعمل - ممتاز,OPPO-Other,
للبيع iPhone XR بسعر مناسب +قابل للتفاوض,85.0,Apple,ايفون XR,128.0,أزرق,مستعمل - ممتاز,Apple-iPhone-XR,
جهاز جديد Hotwev A36 رام 12  جيجا 64 مكفول سنة متوفر توصيل وهدايا,60.0,Other,,64.0,أسود,جديد,Other,
هاتف زي تي إي فئة بليد جديد باللون الذهبي بسعة 128 جيجا 12 رام,75.0,ZTE,فئة بليد,128.0,ذهبي,جديد,Other,
جهاز جديد  128g 8ram Samsang A06 5G متوفر توصيل وهدايا,75.0,Samsung,جالاكسي A06,128.0,أزرق,جديد,Samsung-Galaxy-A06,
مشغل ايام Samsung A15 رام 8 و 12  جيجا 128  أغراضة والكرتونه الأصلية مكفول بالشركة متوفر توصيل,80.0,Samsung,جالاكسي A115,128.0,أزرق,مستعمل - ممتاز,Samsung-Galaxy-A15,
مستعمل ايام oppo A5 pro رتم 16 جيجا 256 مكفول سنة متوفر توصيل واغراضة,125.0,OPPO,,256.0,لؤلؤي,مستعمل - ممتاز,OPPO-Other,
هونور X7d مشغل فقط  بالكرتونة 256 جيجا 16 رام متوفر توصيل وهدايا,110.0,Honor,هونور X7,256.0,أسود,مستعمل - ممتاز,Honor-Other,
مستعمل اخو الجديد Kamon 20 pro 5G رام 16 جيجا 256 أغراضة والكرتونه الأصلية متوفر توصيل,135.0,Tecno,كامون,256.0,أزرق,مستعمل - ممتاز,Tecno-Other,
جهاز جديد  Oppo A40 M رام 12 جيجا 256 مكفول سنة متوفر توصيل وهدايااا,125.0,OPPO,A40M,256.0,أبيض,جديد,OPPO-Other,
ريدمي نوت 13 5G مستعمل بحالة ممتازة 512 جيجا 16 رام,135.0,Xiaomi,ريدمي نوت 13,512.0,أبيض,مستعمل - ممتاز,Xiaomi-Other,
مشغل ايام Not 50 pro رام 16 و 24 مكفول سنة اغراضة والكرتونه الأصلية متوفر توصيل,155.0,Infinix,,256.0,لؤلؤي,مستعمل - ممتاز,Infinix-Other,
مستعمل اخو الجديد شاومي Not 12 pro رام 16 جيجا 256 اغراضة والكرتونة الأصلية متوفر توصيل,135.0,Xiaomi,ريدمي نوت 12 برو,256.0,أسود,مستعمل - ممتاز,Xiaomi-Other,
مستعمل اخو الجديد Honer X9p 5G رام 24 جيجا 256 بدون كرتونه متوفر خدمة التوصيل,135.0,Honor,X9b هونور,256.0,برتقالي,مستعمل - ممتاز,Honor-Other,
مشغل اخو الجديد GT 20 pro 5G رام 24 جيجا 256 أغراضة والكرتونه الأصلية متوفر توصيل,165.0,Infinix,GT 20 برو,256.0,لؤلؤي,مستعمل - ممتاز,Infinix-Other,
متوفر ايفونات ايفون 12 عادي جيجا 64 و 128 بطارية مشكل أغراضة الأصلية متوفر توصيل,185.0,Apple,ايفون 12,64.0,أزرق,مستعمل - ممتاز,Apple-iPhone-12,
جديد وحديث NOTE 16 جيجا 64 رام 12 بطارية 5160 مكفول سنة كاملة من شركتو SMT متوفر توصيل,65.0,Other,,64.0,أزرق,جديد,Other,
مش مصلح poco X3 pro رام اساسي 8 جيجا 256 اغراضة الاصلية بدون كرتونه متوفر توصيل,100.0,Xiaomi,بوكوفون X3 برو,256.0,أسود,مستعمل - ممتاز,Xiaomi-Other,
مستعمل ايام Not 50 رام 16 جيجا 256 أغراضة والكرتونه الأصلية متوفر مكفول بالشركة,140.0,Infinix,,256.0,خمري,مستعمل - ممتاز,Infinix-Other,
جهاز مشغل ايام pova 7 رام 16 جيجا 256 أغراضة والكرتونه الأصلية متوفر توصيل,110.0,Tecno,بوفا,256.0,لؤلؤي,مستعمل - ممتاز,Tecno-Other,
انفينيكس هوت 60i مشغل  ايام  بالكرتونة 256 جيجا 8 و 16 رام,105.0,Infinix,,256.0,أسود,مستعمل - ممتاز,Infinix-Other,
جهاز جديد Smart 10 رام  8 جيجا  128و 64  مكفول سنة متوفر توصيل وهدايااا,65.0,Infinix,,64.0,لؤلؤي,جديد,Infinix-Other,
جهاز مستعمل  كامل اغراضو والكرتونه Samsang 53 5g 256g 16ram  مع بكج,135.0,Samsung,جالاكسي A53 5G,256.0,أسود,مستعمل - ممتاز,Samsung-Other,
مستعمل اخو الجديد Samsung A35 5G رام 16 جيجا 256 و 128  اغراضة والكرتونة الأصلية متوفر توصيل,145.0,Samsung,جالاكسي A35,256.0,أسود,مستعمل - ممتاز,Samsung-Galaxy-A35,
اوتيتو M25 جديد بالكرتونة 64 جيجا 8 رام,60.0,Other,,64.0,أسود,جديد,Other,
جهاز جديد بالكرتونة سبارك 30c  رام 8 جيجا 128  مكفول سنة متوفر توصيل  و هدية,70.0,Tecno,سبارك,128.0,أسود,جديد,Tecno-Other,
جهاز مستعمل بالكرتونة اوبو رينو 12F رام 16 جيجا 256 مكفول متوفر توصيل,155.0,OPPO,رينو12 F,256.0,أسود,مستعمل - ممتاز,OPPO-Other,
المطلوب وبشده Samsung A73 5G وكالة بدون كرتونه جيجا 256 رام 16 معه بكج هدية,135.0,Samsung,جالاكسي A73 5G,256.0,أسود,مستعمل - ممتاز,Samsung-Galaxy-A73,
جالاكسي M62 مستعمل بحالة ممتازة مع الكرتونة 128 جيجا 16 رام,125.0,Samsung,جالاكسي M62,128.0,أسود,مستعمل - ممتاز,Samsung-Galaxy-M62,
مشغل ايام Samsung A16 جيجا 128 ويتوفر 256 رام 8 و 12 و 16  معه بكج هدية يتوفر توصيل,80.0,Samsung,جالاكسي A16,128.0,أبيض,مستعمل - ممتاز,Samsung-Galaxy-A16,
شبيه iphone 15 Pro Max Vfone i15 pro max جهاز اقتصادي مناسب لل استخدام اليومي مثل المكالمات والشاهده,65.0,Other,,128.0,فضي,جديد,Other,
جهاز ما شاء الله Samsung A54 5G رام 16 جيجا 128 و 256  أغراضة والكرتونه الأصلية متوفر توصيل,165.0,Samsung,جالاكسي A54,128.0,أسود,مستعمل - ممتاز,Samsung-Galaxy-A54,
مستعمل ايام بالكرتونة Oppo A3X رام 8 جيجا 128 مكفول بالشركة أغراضة والكرتونه الأصلية متوفر توصيل,85.0,OPPO,A3,128.0,أزرق,مستعمل - ممتاز,OPPO-Other,
جهاز هونر مستعمل اخو الجديد بالكرتونة Honer X8P جيجا 256 و 512 اغراضة والكرتونه الأصلية متوفر توصيل,125.0,Honor,X8b هونور,256.0,أخضر,مستعمل - ممتاز,Honor-Other,
هونور X7d مستعمل ايام اغراضة الاصلية و الكرتونة 256 جيجا 16 رام,120.0,Honor,هونور X7,256.0,رمادي,مستعمل - ممتاز,Honor-Other,
انفينيكس GT30 Pro مشغل  بالكرتونة 256 و  512  جيجا 24 و 16 رام,195.0,Infinix,,256.0,أسود,جديد,Infinix-Other,
إنفينيكس Zero 30 مستعمل بحالة ممتازة مع الكرتونة 256 جيجا 16 رام,125.0,Infinix,زيرو 30,256.0,ذهبي,مستعمل - ممتاز,Infinix-Other,
مشغل أيام Not 14 pro plas 5G رام 16 جيجا 512 مكفول بالشركة متوفر توصيل وهدايااا,245.0,Xiaomi,14 برو,512.0,فضي,مستعمل - ممتاز,Xiaomi-Other,
مستعمل ايام oppo A40 M رام 12 جيجا 256 مكفول بالشركة أغراضة والكرتونه الأصلية متوفر توصيل وهدية,110.0,OPPO,A40M,256.0,أسود,مستعمل - ممتاز,OPPO-Other,
جالاكسي A16 جديد بالكرتونة 256 جيجا 16 رام متوفر توصيل وهدايا,135.0,Samsung,جالاكسي A16,256.0,أسود,جديد,Samsung-Galaxy-A16,
مستعمل اخو الجديد Samsong A23 رام 8 و  12جيجا 128 أغراضة والكرتونه الأصلية مكفول متوفر توصيل,65.0,Samsung,جالاكسي A23,128.0,أسود,مستعمل - ممتاز,Samsung-Galaxy-A23,
مستعمل ايام Not 40 pro رام 16 و 24 جيجا 256 مكفول بالشركة أغراضة والكرتونه الأصلية متوفر توصيل,135.0,Infinix,نوت 40 برو,256.0,أخضر,مستعمل - ممتاز,Infinix-Other,
جهاز جديد بالكرتونة Honer X5p plas رام 8 جيجا 128 مكفول سنة متوفر توصيل,65.0,Honor,هونور X5b,128.0,أزرق,جديد,Honor-Other,
مستعمل اخو الجديد شاومي 11T pro 5G رام 24 جيجا 256 أغراضة والكرتونه الأصلية متوفر توصيل,185.0,Xiaomi,11T برو,256.0,رمادي,مستعمل - ممتاز,Xiaomi-Other,
زي تي اي بليد A36 جديدي الكرتونة 128 جيجا 12 رام,75.0,ZTE,فئة بليد,128.0,أسود,جديد,Other,
جهاز ردمي 13c مستعمل اخو الجديد 16رام 128 جيجا أغراضة والكرتونه الأصلية متوفر توصيل,75.0,Xiaomi,ريدمي 13C,128.0,لؤلؤي,مستعمل - ممتاز,Xiaomi-Other,
جديد وقوي تصميم جميل  NOTEV 16 PRO جيجا 128 رام 12 بجلاتينو مسكر مكفول سنة كاملة,70.0,Other,,128.0,ذهبي,جديد,Other,
مش مصلح ايفون X و XS اصلي جيجا 64 و 256 بطارية مغيره اصلي أغراضة والكرتونه الأصلية متوفر توصيل,100.0,Apple,ايفون X,64.0,لؤلؤي,مستعمل - ممتاز,Apple-iPhone-X,
جهاز سامسونج A24 مستعمل نضيف كامل اغراضو بكج أغراضة الأصلية والكرتونه متوفر توصيل,100.0,Samsung,جالاكسي A24 4G,128.0,فضي,مستعمل - ممتاز,Samsung-Galaxy-A24,
مستعمل اخو الجديد Samsung A73 5G رام 16 جيجا 256 اغراضة والكرتونة الأصلية متوفر توصيل,145.0,Samsung,جالاكسي A73 5G,256.0,أسود,مستعمل - ممتاز,Samsung-Galaxy-A73,
هاتف أوبو A5 برو  جديد بالكرتونة مساحة 256 جيجا 16 رام,160.0,OPPO,A5,256.0,أخضر,جديد,OPPO-Other,
انفينيكس هوت 60 برو بلس مستعمل بحالة الوكالة مع الكرتونة 256 جيجا 16 رام,120.0,Infinix,هوت 60 برو بلس,256.0,ذهبي,مستعمل - ممتاز,Infinix-Other,
جالاكسي A17 جديد بالكرتونة 256 جيجا 16 رام,140.0,Samsung,جالاكسي A17,256.0,أسود,جديد,Samsung-Galaxy-A17,
جديد كفاله سنه كامله   16ram و 128  Samsang A26 5G مع بكج هدايا,145.0,Samsung,جالاكسي A26,128.0,أسود,جديد,Samsung-Galaxy-A26,
جهاز جديد، Radmi 15 رام 16  جيجا 256 بطارية 7000 مكفول سنة متوفر خدمة التوصيل وهدايا,120.0,Xiaomi,,256.0,فضي,جديد,Xiaomi-Other,
"جهاز جديد شاومي A3 رام 6 جيجا 64 ,و  128 مكفول سنة متوفر توصيل",60.0,Xiaomi,ريدمي A3,64.0,أسود,جديد,Xiaomi-Other,
مشغل اخو الجديد Honer X8p  رام 16 جيجا 256 و 512 أغراضة والكرتونه الأصلية مكفول بالشركة متوفر توصيل,125.0,Honor,X8b هونور,256.0,أسود,مستعمل - ممتاز,Honor-Other,
جالاكسي A07 جديد بالكرتونة 128 و 64 جيجا 8 رام,65.0,Samsung,,128.0,أسود,جديد,Samsung-Galaxy-A07,
ايباد 3 ابل,40.0,Apple,ايباد 4,128.0,9.7 انش,مستعمل - ممتاز,Apple-iPad,
انفينيكس سمارت 9 جديد بالكرتونة 128و 64 جيجا 8 رام,65.0,Infinix,,128.0,أسود,جديد,Infinix-Other,
هونور X7d 5G جديد بالكرتونة 256 جيجا 16 رام,140.0,Honor,,256.0,فضي,جديد,Honor-Other,
مستعمل اخو الجديد Samsung A55 5G رام 16 جيجا 128   أغراضة والكرتونه الأصلية متوفر توصيل,165.0,Samsung,جالاكسي A55,128.0,أسود,مستعمل - ممتاز,Samsung-Galaxy-A55,
تكنو سبارك سليم جديد بالكرتونة 256 جيجا 16 رام,145.0,Tecno,سبارك,256.0,أبيض,جديد,Tecno-Other,
مستعمل ايام تكنو كامون 40 برو  بالكرتونة 256 جيجا 16 رام,145.0,Tecno,كامون,256.0,أبيض,مستعمل - ممتاز,Tecno-Other,
جالاكسي M53 5G مستعمل بحالة الوكالة بدون الكرتونة 128 جيجا 16 رام,100.0,Samsung,جالاكسي M53,128.0,أزرق,مستعمل - ممتاز,Samsung-Galaxy-M53,
مستعمل ايام Hot 50 رام 12 جيجا 256 مكفول بالشركة أغراضة والكرتونه الأصلية متوفر توصيل,85.0,Infinix,,256.0,فضي,مستعمل - ممتاز,Infinix-Other,
جهاز جديد Samsong A56 5G رام 16 و 24 جيجا 128 و 256 مكفول سنة متوفر خدمة التوصيل وهدايا,240.0,Samsung,جالاكسي A56,128.0,أسود,جديد,Samsung-Galaxy-A56,
مشغل ايام Kamon 40 pro 5G رام 24 جيجا 256 اغراضة والكرتونة الاصلية شغال كفالة الشركة توصيل وهدايا,175.0,Tecno,كامون,256.0,أسود,مستعمل - ممتاز,Tecno-Other,
مستعمل ايام Not 13 شاومي رام 16 جيجا 256 مكفول بالشركة أغراضة والكرتونه الأصلية متوفر توصيل,110.0,Xiaomi,13,256.0,أسود,مستعمل - ممتاز,Xiaomi-Other,
